date,avg_temperature_c,hdd,hdd_dev,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION,wind_shortfall,hdd_z,wind_shortfall_z,real_driver_gti,sap_price_gbp_per_mwh,sap_7d_avg_gbp_per_mwh,sap_weekly_return_pct,sap_price_change_gbp_per_mwh,long_range_storage,medium_range_storage,short_range_storage,total_storage_stock,low_storage_pressure,gti_v2_storage,isle_of_grain_lng_outflow,south_hook_lng_outflow,dragon_lng_outflow,total_lng_outflow,low_lng_sendout_pressure,gti_v3_lng
2026-01-09,0.6148809523809524,104.19583333333334,61.70366666666667,35356.916666666664,38206.24702380953,32098.511904761905,2279.0446428571427,873.6547619047618,15.90345320440474,2.4056734706053495,-0.0786015185599949,2.3270719520453547,26.249,26.346530612244894,1.199013031074081,0.3109999999999999,4e-06,12710.276115714283,0.0,12710.276119714285,-1.7330182608538764,0.5940536911914782,216029037.0,218952845.2857143,173087061.7142857,608068944.0,-1.6175768878105212,-1.023523196619043
2026-01-16,5.010714285714285,73.425,30.932833333333328,33297.57440476191,35603.36309523809,30721.199404761905,2562.651785714286,600.7619047619048,-267.7036896527384,1.080533544594649,-0.4989344375184982,0.5815991070761505,28.42457142857143,26.48469387755102,8.288206897677753,2.1755714285714305,0.0,10148.669570571428,0.0,10148.669570571428,-0.897373838519413,-0.3157747314432623,210851741.57142857,312283895.71428573,76143951.14285715,599279588.4285715,-1.571013528282831,-1.8867882597260932
2026-01-23,7.196428571428571,58.125,15.63283333333333,32074.79464285714,34614.604166666664,29613.10714285714,2675.8184523809527,413.3511904761905,-380.87035631940535,0.4216420336520231,-0.6666582643925082,-0.245016230740485,33.597857142857144,32.095244897959184,18.200048247994705,5.173285714285715,0.0,9845.247284142855,0.0,9845.247284142855,-0.7983917597334076,-1.0434079904738929,111978832.57142857,171261361.7142857,126426302.71428572,409666497.0,-0.5665004584002353,-1.609908448874128
2026-01-30,5.302380952380952,71.38333333333333,28.891166666666656,32409.113095238095,35109.25,30034.011904761905,3100.875,609.8779761904761,-805.9269039384526,0.9926095684612372,-1.2966327339464514,-0.3040231654852142,34.99957142857143,34.425938775510204,4.172034781129752,1.4017142857142844,0.0,10224.904472142856,0.0,10224.904472142856,-0.9222431028124392,-1.2262662682976533,201418680.42857143,174952673.85714287,177881141.14285713,554252495.4285715,-1.332473546277645,-2.558739814575298
2026-02-06,6.0130952380952385,66.40833333333333,23.916166666666665,32518.0505952381,35121.27678571428,29939.872023809523,2670.145833333333,504.25892857142856,-375.1977372717856,0.7783621653932923,-0.6582509002534933,0.1201112651397989,30.890428571428572,33.23587755102041,-11.740551925125608,-4.1091428571428565,0.0,9130.86331,0.0,9130.86331,-0.5653462189975131,-0.4452349538577141,164290539.14285713,183378672.2857143,226291263.57142857,573960475.0,-1.4368804883897448,-1.8821154422474589
2026-02-13,7.4625,56.2625,13.770333333333326,32006.854166666664,36345.46726190475,29365.922619047615,1895.4613095238096,584.7797619047619,399.486786537738,0.3414338350160334,0.4899056795998471,0.8313395146158805,27.654428571428575,28.74951020408163,-10.47573682092927,-3.235999999999997,0.0,8115.038496285714,0.0,8115.038496285714,-0.2339649848523513,0.5973745297635292,187550067.42857143,114812667.0,16172189.285714284,318534923.71428573,-0.0837128209287562,0.513661708834773
2026-02-20,4.485714285714286,77.1,34.607833333333325,32198.026785714286,35757.06547619047,29566.11904761905,2664.916666666667,1085.595238095238,-369.9685706051196,1.2387967016347892,-0.6505007749689994,0.5882959266657898,26.316142857142857,26.596244897959185,-4.839317908265805,-1.3382857142857176,0.0,5967.333477428571,0.0,5967.333477428571,0.4666569433778988,1.0549528700436883,152719967.14285713,251233766.85714287,189640542.0,593594276.0,-1.5408944547640209,-0.48594158472033233
2026-02-27,10.92202380952381,32.045833333333334,-10.446333333333335,28200.08630952381,31311.41964285714,26048.970238095237,3028.3184523809527,1271.9970238095236,-733.3703563194053,-0.7014521839378175,-1.1890969887496954,-1.8905491726875128,25.350428571428573,25.793551020408163,-3.669665007355616,-0.9657142857142844,0.0,5086.693888857143,0.0,5086.693888857143,0.7539382046328219,-1.1366109680546908,54412385.428571425,162901636.0,177003817.57142857,394317839.0,-0.4851878894737058,-1.6217988575283966
2026-03-06,8.79702380952381,46.920833333333334,4.428666666666665,28561.675595238095,31150.449404761905,26143.214285714286,1916.169642857143,1817.5744047619048,378.7784532044045,-0.0608632149658201,0.4592139483935203,0.3983507334277002,39.077714285714286,31.49410204081633,54.15011298766432,13.727285714285712,0.0,6493.264739857143,0.0,6493.264739857143,0.2950882354017198,0.69343896882942,64937670.85714286,134843970.14285713,134190286.57142857,333971927.5714286,-0.1654934196073528,0.5279455492220673
2026-03-13,8.222619047619048,50.94166666666666,8.449499999999993,28621.988095238095,30987.526785714286,26528.988095238095,2850.5297619047624,1420.139880952381,-555.581665843215,0.1122931870112041,-0.925597140075892,-0.8133039530646878,45.59728571428571,45.362387755102034,16.683604831398235,6.519571428571425,1e-06,7620.946408571428,0.0,7620.946409571428,-0.0727828171535119,-0.8860867702181998,36965280.428571425,238782563.85714287,98382179.71428572,374130024.0,-0.3782389237293699,-1.2643256939475698
