date,avg_temperature_c,hdd,hdd_dev,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION,wind_shortfall,hdd_z,wind_shortfall_z,real_driver_gti,sap_price_gbp_per_mwh,sap_7d_avg_gbp_per_mwh,sap_weekly_return_pct,sap_price_change_gbp_per_mwh,long_range_storage,medium_range_storage,short_range_storage,total_storage_stock,low_storage_pressure,gti_v2_storage,isle_of_grain_lng_outflow,south_hook_lng_outflow,dragon_lng_outflow,total_lng_outflow,low_lng_sendout_pressure,gti_v3_lng
2026-03-20,7.9869047619047615,52.59166666666667,10.0995,26887.479166666664,29449.895833333336,24731.791666666668,2204.7113095238096,2856.336309523809,90.23678653773776,0.1833501146618797,0.0315675930538605,0.2149177077157403,46.08042857142857,44.28763265306122,1.059586880171448,0.4831428571428589,0.0,8802.167935857144,0.0,8802.167935857144,-0.4581195818148721,-0.2432018740991319,41463648.14285714,156044000.2857143,87334298.85714285,284841947.28571427,0.0947824239446491,-0.14841945015448282
2026-03-27,7.441666666666667,56.40833333333333,13.916166666666662,27107.089285714286,29478.761904761905,24957.839285714286,2409.827380952381,2505.297619047619,-114.8792848908338,0.3477141190255629,-0.2724340486547936,0.0752800703707692,46.901999999999994,47.63671428571429,1.782907525041599,0.8215714285714242,0.0,9218.40320657143,0.0,9218.40320657143,-0.5939033861105218,-0.5186233157397526,156845460.7142857,168080220.85714287,108158086.0,433083767.5714286,-0.690558107440984,-1.2091814231807367
2026-04-03,8.657738095238095,47.89583333333333,5.403666666666659,25954.185817805384,29192.068969979297,23932.932194616977,2950.966744306418,2408.7283902691515,-656.0186482448707,-0.0188750304449667,-1.0744543569956262,-1.093329387440593,44.35657142857143,45.56720408163265,-5.4271215970077336,-2.545428571428566,0.0,9296.529002714286,0.0,9296.529002714286,-0.6193894959149578,-1.712718883355551,43563550.14285714,143493127.57142857,101995271.28571428,289051949.0,0.072479102405159,-1.6402397809503917
2026-04-10,10.288095238095238,36.483333333333334,-6.008833333333335,23059.389880952374,25592.470238095237,21019.401785714286,2406.565476190476,3429.8214285714284,-111.61738012892874,-0.5103521133621376,-0.2675995937249091,-0.7779517070870468,41.08914285714286,42.54038775510204,-7.366278470576104,-3.2674285714285674,0.0,9210.999171142856,0.0,9210.999171142856,-0.5914880499572305,-1.3694397570442771,30875882.14285714,54685047.14285714,135474.0,85696403.28571428,1.149795557530088,-0.21964419951418934
2026-04-17,9.960119047619049,38.77916666666667,-3.713000000000001,24245.50595238095,28435.059523809523,22417.133928571428,2962.625,2886.1190476190473,-667.6769039384526,-0.4114824993835463,-1.0917330073013989,-1.503215506684945,38.20642857142857,39.582795918367346,-7.015756682335283,-2.882714285714293,0.0,8699.655686714284,0.0,8699.655686714284,-0.4246781505982572,-1.9278936572832024,36410873.428571425,41808175.28571428,47400581.14285714,125619629.85714284,0.9382943231968492,-0.9895993340863529
2026-04-24,9.623214285714283,41.1375,-1.354666666666667,23016.464285714286,25038.229166666664,20756.02380952381,1465.6488095238094,4539.389880952381,829.299286537738,-0.3099213351151568,1.1269289255935309,0.817007590478374,36.356142857142856,36.23236734693877,-4.8428648881078225,-1.850285714285711,0.0,7453.411490285714,0.0,7453.411490285714,-0.0181297632353731,0.7988778272430009,61865711.428571425,50397824.28571428,36844698.14285714,149108233.85714287,0.8138587711285212,1.612736598371522
2026-05-01,12.74702380952381,19.27083333333333,-23.22133333333334,22484.95535714286,24621.27380952381,20199.883928571428,1370.0059523809523,4482.616071428572,924.9421436805948,-1.251605063172592,1.2686807902164834,0.0170757270438914,37.99285714285714,37.44332653061225,4.5018919970293725,1.6367142857142838,0.0,6797.034151571429,0.0,6797.034151571429,0.1959929177933995,0.213068644837291,76364414.14285715,54674638.571428575,38732058.0,169771110.7142857,0.7043930706961565,0.9174617155334475
2026-05-08,11.980952380952385,24.633333333333333,-17.858833333333337,23827.803571428572,26417.64880952381,21623.339285714286,823.7916666666667,3002.9315476190473,1471.156429394881,-1.0206700483078968,2.0782226190228488,1.057552570714952,38.623285714285714,38.52126530612245,1.6593344613649252,0.630428571428574,0.0,6228.266451571429,0.0,6228.266451571429,0.381535680505354,1.439088251220306,54728695.428571425,55448756.571428575,41005.42857142857,110218457.42857143,1.0198850977549625,2.4589733489752685
2026-05-15,9.823809523809524,39.733333333333334,-2.7588333333333352,23173.11904761905,24771.21130952381,21053.526785714286,1711.7619047619048,3624.5565476190473,583.1861912996426,-0.3703914982926256,0.7621657723345535,0.3917742740419279,40.331285714285706,39.063489795918365,4.422202742239123,1.7079999999999913,0.0,4534.042387714286,0.0,4534.042387714286,0.9342235589856704,1.3259978330275983,65471434.85714286,54618651.14285714,3909114.285714286,123999200.28571428,0.9468788711890824,2.2728767042166806
2026-05-22,13.0625,21.275,-21.21716666666667,23083.13095238095,25115.800595238095,21021.860119047615,1813.5744047619048,3274.5803571428573,481.3736912996426,-1.1652960172130593,0.6112699067356425,-0.5540261104774168,43.51971428571428,42.97138775510204,7.905596151870764,3.188428571428574,0.0,3394.3980715714288,0.0,3394.3980715714288,1.3059970526740807,0.7519709421966639,71861008.71428572,43398986.428571425,23513816.57142857,138773811.7142857,0.8686074281646561,1.62057837036132
2026-05-29,21.51845238095238,0.0,-42.49216666666667,20875.104166666664,22694.49583333333,18979.641666666663,982.8125,5101.1208333333325,1312.1355960615474,-2.0814997358604033,1.8425385301919732,-0.23896120566843,39.44414285714286,41.02777551020408,-9.364885536275825,-4.075571428571422,0.0,3011.5418147142855,0.0,3011.5418147142855,1.43089199241632,1.19193078674789,43851641.571428575,48275177.71428572,1477015.4285714286,93603834.71428572,1.1079043665824806,2.2998351533303705
