spread,mean,median,min,max,std,year
jkm_ttf_spread_gbp_per_mwh,-1.8518189136638201,1.4042430074206766,-85.51321401861381,26.306899473816536,12.997024809745044,2021-2026
jkm_nbp_spread_gbp_per_mwh,1.4462604959410317,2.1129204426637447,-63.44876726354816,40.68288394577897,9.03954430830416,2021-2026
