driver,corr_with_sap_price_change,corr_with_sap_return_pct
gti_v2_storage,0.11916322011062462,0.10807292189306034
real_driver_gti,0.09149513419436249,0.08852979576325183
hdd_z,0.07878524125559236,0.05753438569794167
low_storage_pressure,0.05021027320339016,0.03895017843282013
wind_shortfall_z,0.007452958375349578,0.025908851667004847
gti_v3_lng,0.0011797679966931171,0.010538453859297562
low_lng_sendout_pressure,-0.12557736939907876,-0.0988849110860637
