year,jkm_ttf_spread_gbp_per_mwh_mean,jkm_ttf_spread_gbp_per_mwh_median,jkm_ttf_spread_gbp_per_mwh_min,jkm_ttf_spread_gbp_per_mwh_max,jkm_ttf_spread_gbp_per_mwh_std,jkm_nbp_spread_gbp_per_mwh_mean,jkm_nbp_spread_gbp_per_mwh_median,jkm_nbp_spread_gbp_per_mwh_min,jkm_nbp_spread_gbp_per_mwh_max,jkm_nbp_spread_gbp_per_mwh_std
2021,4.50499860751683,3.4095703436480775,-28.91139494066705,25.941745294967262,6.472967367194893,3.6013692805447968,2.932322982218494,-30.18281659509553,23.581269084652835,5.921459485119281
2022,-21.535561320416257,-19.824405372277525,-85.51321401861381,15.721295678862871,18.90478458462695,-3.4352025528147325,-1.903947107121418,-63.44876726354816,40.68288394577897,18.120159978714227
2023,3.1313842926362776,3.156122735204221,-10.061962784995856,26.306899473816536,4.426007412143075,2.5659272868747425,2.807458900455611,-12.42160765668045,31.26327272733353,5.5530376576428795
2024,2.421761545497825,2.067632560866187,-1.6059560709666627,6.850709295887182,1.6466908225671844,2.6957658592626994,2.55273413581272,-2.791197952666863,8.499445148561247,2.4048810527694515
2025,0.72275790780765,0.7315642762785295,-5.89221349173976,5.012896351034854,1.7369491157666979,1.126726001845378,1.1800823850545754,-5.808161772159586,6.222530535922694,2.0736017731219536
2026,1.9468331432288106,3.417050878989457,-6.913701130086693,10.20740999440836,3.8809243690409385,3.0297818756552166,4.0137009839017495,-7.823400234370986,10.663639121752986,3.9489118698745185
